date,smart_warning_tier,pre_warning_tier,smart_warning_tier_10d_path,pre_warning_tier_10d_path,warning_level,signal_stage,action,warning_source,warning_sources,switch_reason
2022-10-31,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-25,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-24,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|lead10_probability|lead5_probability|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|lead10_probability|lead5_probability|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-10-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum|hard_dd_guard_lvl2
2022-10-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|hard_dd_guard_lvl2
2022-10-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-05,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-04,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-10-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|lead10_probability|lead5_probability|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|lead10_probability|lead5_probability|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,any_track_high_risk|hard_dd_guard_lvl2|high_hurst|lead10_probability|lead5_probability|reduce_rule,high_hurst|any_track_high_risk|hard_dd_guard_lvl2
2022-09-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|lead10_probability|lead5_probability|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-09-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard,high_hurst|shortterm_trend_guard|shortterm_dd_momentum|hard_dd_guard_lvl2
2022-09-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-09-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-09-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|lead10_probability|reduce_rule|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum|hard_dd_guard_lvl2
2022-09-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-09-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum|hard_dd_guard_lvl2
2022-09-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum|hard_dd_guard_lvl2
2022-09-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor,high_hurst|hard_dd_guard_lvl2
2022-09-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-09-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-09-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-31,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-25,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-24,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-08-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2022-08-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2022-08-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2022-08-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2022-08-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-05,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-04,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-08-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
